username,email,first_name,last_name,identity_card_number,nip,date_of_birth,pesel,phone_number,iban
kmazurek3060,kmazurek+3060,Tola,Dumała,YGA962441,8897129515,1947-04-05,47040545902,501280257,PL40292488407476155127851969
kmazurek3061,kmazurek+3061,Rafał,Plak,AVC221435,2796154916,1937-04-17,37041718313,607219113,PL95942580485239729449848941
kmazurek3062,kmazurek+3062,Daniel,Gula,JCM667967,9867090163,1985-08-13,85081352552,518724460,PL64747735164032475421289785
kmazurek3063,kmazurek+3063,Kamila,Bojczuk,XGU543254,9644699594,1941-04-22,41042249291,784458874,PL08324013234132467489072418
kmazurek3064,kmazurek+3064,Kazimierz,Wisła,JAX970031,5693416275,1948-05-05,48050527715,223134973,PL54213402800443503434208287
kmazurek3065,kmazurek+3065,Elżbieta,Broniek,WTZ438399,7149495455,1938-12-09,38120911326,886243974,PL42946276139940544076790790
kmazurek3066,kmazurek+3066,Aleksander,Misztela,OCO535362,6952906165,1973-06-04,73060476203,326104711,PL55168581307492155516595884
kmazurek3067,kmazurek+3067,Julianna,Władyka,RYX788791,7494648587,1952-05-02,52050201818,888080564,PL09311272167620569506019462
kmazurek3068,kmazurek+3068,Tadeusz,Kazberuk,DSP841515,7596562091,1968-04-27,68042719034,736570425,PL24030040485485884441994755
kmazurek3069,kmazurek+3069,Daniel,Lewko,VER072564,1931075905,1960-06-27,60062764580,669916837,PL84927387001755312791038073
kmazurek3070,kmazurek+3070,Ksawery,Kubisz,YGU923848,7681223850,1937-04-04,37040485472,698791431,PL20630642945985583736904660
kmazurek3071,kmazurek+3071,Jędrzej,Pawliszyn,HQR644358,3692083020,1964-03-18,64031875372,571112366,PL68033804529493576843570554
kmazurek3072,kmazurek+3072,Borys,Dziczek,TET915414,5946792302,1947-11-26,47112678350,797472617,PL32703836659704243413046016
kmazurek3073,kmazurek+3073,Monika,Gęgotek,ELJ668099,2195378410,1997-12-13,97121386432,786316904,PL03062480838730701098653793
kmazurek3074,kmazurek+3074,Dorota,Świtaj,UIU762658,1293208631,1942-07-22,42072245204,668559274,PL09455305585694497841377483
kmazurek3075,kmazurek+3075,Klara,Kawula,OSA496236,6081870457,1992-04-11,92041111269,882727072,PL68813514736730004326420319
kmazurek3076,kmazurek+3076,Angelika,Mazepa,FHL202069,9614878961,1951-06-10,51061049381,534517838,PL50728279048242053160974810
kmazurek3077,kmazurek+3077,Sara,Maruszczyk,BTI333890,6855210140,1982-10-31,82103140265,789235040,PL60648647795091721908898713
kmazurek3078,kmazurek+3078,Melania,Sprycha,EPA114782,3176647967,1945-11-07,45110773084,511483239,PL90724448189980504511995957
kmazurek3079,kmazurek+3079,Nicole,Pniak,PSW643637,7433783440,1939-05-25,39052515730,790254811,PL63682877827084777469438144
kmazurek3080,kmazurek+3080,Piotr,Goj,RAO573259,8290509666,1983-02-28,83022806531,789795546,PL34624177440274128955884533
kmazurek3081,kmazurek+3081,Aleks,Oślizło,MKF224238,2634694054,1943-06-08,43060827279,517839811,PL19543682635575395499712139
kmazurek3082,kmazurek+3082,Emil,Sankiewicz,TAP185107,4684255731,1972-09-26,72092620347,881670179,PL84254720261485313070433465
kmazurek3083,kmazurek+3083,Patryk,Szpyra,AEM718853,9696899081,1992-07-12,92071281871,508723654,PL23608174558589199653368228
kmazurek3084,kmazurek+3084,Ida,Maszkiewicz,RRZ256754,4437553505,1965-06-28,65062852105,537548014,PL57829062927457844940739461
kmazurek3085,kmazurek+3085,Michał,Ufniarz,LBS042877,9759042144,1936-04-10,36041053758,228076637,PL30707849102491764046925425
kmazurek3086,kmazurek+3086,Monika,Kusztal,OBA721014,4740956298,1998-10-08,98100827443,881556875,PL94511814598151211157992198
kmazurek3087,kmazurek+3087,Konrad,Gumuła,AFP304409,2058852800,1983-01-14,83011408399,722814647,PL28856521497810427457485920
kmazurek3088,kmazurek+3088,Robert,Kośnik,HRO295848,2010747345,1996-08-28,96082889800,602851144,PL47283597040215025550360571
kmazurek3089,kmazurek+3089,Piotr,Cyrek,MOM142807,7757801248,1976-10-12,76101254666,732194059,PL39309330113785299778417569
kmazurek3090,kmazurek+3090,Kacper,Ragus,YTC293872,8713150133,1938-08-16,38081620343,662352717,PL17459351728339982341661599
kmazurek3091,kmazurek+3091,Stefan,Jargieło,BIT913296,6958071359,1943-09-14,43091449899,575575216,PL84934631127937696527913601
kmazurek3092,kmazurek+3092,Konstanty,Pindor,XFC204967,5266014250,1960-07-17,60071742171,229054568,PL59603553221790591693643747
kmazurek3093,kmazurek+3093,Monika,Kupaj,FFF496213,5316405887,1958-05-22,58052264147,225425080,PL29981343208431413037987377
kmazurek3094,kmazurek+3094,Tola,Włodarz,RZT232299,6136017374,1935-05-05,35050574328,792843450,PL85409946148215218528458430
kmazurek3095,kmazurek+3095,Sylwia,Kolber,NIT184302,8377917229,2000-07-29,00272950610,226933147,PL72763791755285442554612570
kmazurek3096,kmazurek+3096,Julianna,Bors,AGE757092,8729987313,1995-08-28,95082850560,792007291,PL54816722468903256466961679
kmazurek3097,kmazurek+3097,Alan,Męcik,VXP226519,7637090365,1999-09-01,99090165997,796706481,PL90890663282164944293983869
kmazurek3098,kmazurek+3098,Gustaw,Haraburda,YNG034237,3192024706,1968-01-09,68010936658,223389512,PL92920351852722295483697686
kmazurek3099,kmazurek+3099,Kornel,Karpik,KWO521796,1221132663,1977-07-22,77072277962,691391077,PL05311510063864249302471753
kmazurek3100,kmazurek+3100,Piotr,Fedak,NLD878844,7385698830,1980-08-21,80082199902,227415160,PL13494721798931617811060426
kmazurek3101,kmazurek+3101,Marianna,Krzykała,MZR411925,5616465652,1999-07-15,99071536284,784711647,PL32188349005822065782919197
kmazurek3102,kmazurek+3102,Klara,Tułacz,KRT578635,1489415096,1978-07-27,78072781749,885496264,PL72112505243074975260391506
kmazurek3103,kmazurek+3103,Oliwier,Wasiuk,JBT941573,3321168101,1951-07-08,51070872985,328999001,PL44675640059633359217758886
kmazurek3104,kmazurek+3104,Ewelina,Duszczyk,COI377748,3027267886,1957-12-20,57122076936,576091147,PL37744827710986005226118400
kmazurek3105,kmazurek+3105,Kacper,Wołos,VST196044,6411873709,1986-06-09,86060951108,535794812,PL45021849021750418616279947
kmazurek3106,kmazurek+3106,Cyprian,Smolka,ECM788063,9449827307,1998-08-08,98080877313,537539841,PL58898374488133783607912025
kmazurek3107,kmazurek+3107,Rafał,Pupek,DNT626773,7454662670,1958-07-08,58070897367,606864514,PL70865163342590226134845171
kmazurek3108,kmazurek+3108,Olgierd,Samson,CLV453347,2481433505,1981-06-27,81062729519,794349493,PL35239719842827493478463187
kmazurek3109,kmazurek+3109,Julita,Koczy,UTM043846,5494612105,2002-03-17,02231771683,505508300,PL54827084192151436780963306
kmazurek3110,kmazurek+3110,Gabriel,Glonek,VPP583481,3572944005,1969-06-13,69061342779,538155635,PL26119704726385968891047709
kmazurek3111,kmazurek+3111,Tymon,Steckiewicz,URL777692,3988598383,1979-01-19,79011943929,576557338,PL32112908541542721129370619
kmazurek3112,kmazurek+3112,Norbert,Grześków,FHT258718,6735804753,1990-10-01,90100146191,516304894,PL42604421937704731797831334
kmazurek3113,kmazurek+3113,Kazimierz,Karol,YCF814376,3186025084,1959-12-26,59122698381,662931486,PL42201434469121960494664170
kmazurek3114,kmazurek+3114,Szymon,Ciuła,CGX119299,8176151950,1954-04-10,54041042468,780904415,PL53172092294007523219773360
kmazurek3115,kmazurek+3115,Sebastian,Drobnik,LQE752124,9626221698,1997-02-10,97021015726,534875634,PL04118593511740589407818255
kmazurek3116,kmazurek+3116,Maciej,Smorąg,TEX405292,8490596003,1965-11-07,65110715468,729788751,PL17225471501686994029182032
kmazurek3117,kmazurek+3117,Jakub,Mazik,LGW574940,2287642955,1984-01-10,84011045427,501931776,PL42265961866804689220706543
kmazurek3118,kmazurek+3118,Marek,Nojek,URO002494,9545187135,1963-03-08,63030828091,739238824,PL65472934989704640129213265
kmazurek3119,kmazurek+3119,Konrad,Nowotny,CVD251891,3821728253,1964-06-03,64060350004,579561236,PL28011425545098472082843531
kmazurek3120,kmazurek+3120,Maciej,Pich,XOD750611,5044327592,1994-10-25,94102530240,886818696,PL29547467358768768382107456
kmazurek3121,kmazurek+3121,Dorota,Gregorczuk,NVZ890541,4345058608,1972-09-15,72091518612,512947213,PL61790284319668468289197849
kmazurek3122,kmazurek+3122,Cezary,Wydmuch,EQB467020,1912243170,1933-09-10,33091090140,664588333,PL18627200446823753829991380
kmazurek3123,kmazurek+3123,Leon,Spychaj,RIX062747,6636795815,1982-09-28,82092869778,786738937,PL81813238842632144238150910
kmazurek3124,kmazurek+3124,Miłosz,Szeszko,ZHU099514,4411466340,1984-09-26,84092686900,603639217,PL85892235338757599229468185
kmazurek3125,kmazurek+3125,Aurelia,Kluj,FMV205315,3576530507,1973-09-19,73091948951,226734725,PL36092924176500422587960223
kmazurek3126,kmazurek+3126,Błażej,Graś,XIS599026,7516997095,2000-12-05,00320527580,880946591,PL46065351699575167880837772
kmazurek3127,kmazurek+3127,Aleks,Miśkowiec,EZI913484,2524444379,1986-07-10,86071061269,530396055,PL76828862296887675369701460
kmazurek3128,kmazurek+3128,Gustaw,Bachanek,JWJ941398,1575089605,1950-11-10,50111041285,229060240,PL64850582200763363185703846
kmazurek3129,kmazurek+3129,Julian,Szybiak,NME591660,1332813685,1943-06-17,43061781181,505480477,PL13115745532972757960734670
kmazurek3130,kmazurek+3130,Gabriel,Tutka,WRM081617,9259988941,1933-08-15,33081507380,729378888,PL97356856826320593589890966
kmazurek3131,kmazurek+3131,Błażej,Bujas,ODQ771989,2434003789,1983-03-26,83032685746,793703749,PL24967391735865042532780506
kmazurek3132,kmazurek+3132,Tymoteusz,Fuławka,AYC569679,4999972213,1996-03-02,96030220662,694430449,PL83707014599887679152327216
kmazurek3133,kmazurek+3133,Gustaw,Armata,HZM846840,4584320162,1995-07-01,95070154979,324723845,PL33389028451660578960717718
kmazurek3134,kmazurek+3134,Kornelia,Droździk,NQN355443,9754538142,1950-04-15,50041586003,518661166,PL48974345357859675458782082
kmazurek3135,kmazurek+3135,Monika,Pachnik,IBR044178,8539890013,1940-05-24,40052435698,696965226,PL94173439545753761580049992
kmazurek3136,kmazurek+3136,Eliza,Sprycha,BEO096471,4280432598,1937-05-30,37053040239,786586896,PL10697457766893623674064647
kmazurek3137,kmazurek+3137,Jeremi,Dworniczak,VAT455419,9236283585,1960-04-17,60041701373,660445906,PL98945671159574474035820185
kmazurek3138,kmazurek+3138,Konrad,Naczk,DPP386855,6445142551,1974-07-23,74072343590,725096055,PL58075679586025209510567507
kmazurek3139,kmazurek+3139,Bruno,Strawa,YFZ873587,3493664317,1952-09-20,52092063472,880563422,PL34945334654365147067117215
kmazurek3140,kmazurek+3140,Emil,Lipowicz,LMZ876137,5941729486,1989-01-28,89012817512,507129844,PL49868355928467491728432288
kmazurek3141,kmazurek+3141,Piotr,Słupek,DOC743706,7723264429,1931-10-06,31100653526,220943878,PL16849195688490804312642728
kmazurek3142,kmazurek+3142,Mateusz,Krzysiek,PXZ412093,4163485026,1982-10-22,82102228999,325801941,PL64761433430865738751093545
kmazurek3143,kmazurek+3143,Józef,Lemieszek,KFH898058,9892674326,1932-11-21,32112188569,512379255,PL09971913162161934730013786
kmazurek3144,kmazurek+3144,Eryk,Malecha,DWK456640,5763780461,1986-04-19,86041951686,788383788,PL29817406110572979811823871
kmazurek3145,kmazurek+3145,Olgierd,Windak,SGT204375,8346376040,1970-03-20,70032010441,505343859,PL62775028681106755496158382
kmazurek3146,kmazurek+3146,Olgierd,Noszczyk,MAB883914,1719129136,1950-07-17,50071776311,785685520,PL09588443551677258476582964
kmazurek3147,kmazurek+3147,Olga,Olewniczak,ZES516614,4712945087,1955-06-13,55061338331,509959694,PL32141692939557970963428057
kmazurek3148,kmazurek+3148,Cyprian,Steinke,WCC071068,4637053925,1939-03-07,39030706589,720736499,PL23759354256495323213112344
kmazurek3149,kmazurek+3149,Ida,Mętel,VKU535956,9571343376,1994-09-27,94092792851,737171127,PL42909808575917954909625147
kmazurek3150,kmazurek+3150,Karina,Jośko,UYJ364361,3296904444,1976-07-20,76072000130,663593444,PL84225647887925806966591944
kmazurek3151,kmazurek+3151,Angelika,Mysiak,LNX371897,2264044937,1957-12-09,57120925935,506672501,PL92688765743412374266121040
kmazurek3152,kmazurek+3152,Olga,Juśkiewicz,DOF006824,5131370349,1937-05-31,37053168742,722168172,PL87669881075342627811388477
kmazurek3153,kmazurek+3153,Jeremi,Chudoba,QCF966518,5427053078,1985-01-20,85012064657,734372986,PL34017970467353541616022387
kmazurek3154,kmazurek+3154,Rafał,Lipowicz,LUD852618,7378815625,1948-02-01,48020128883,604394012,PL72386379580511212938353644
kmazurek3155,kmazurek+3155,Maksymilian,Saran,HPY242435,2618015319,1950-04-12,50041260642,783724032,PL26806795203501046780437378
kmazurek3156,kmazurek+3156,Melania,Ładniak,UIK392804,6214636655,1936-12-29,36122928894,721486219,PL74893731840143632279559709
kmazurek3157,kmazurek+3157,Cyprian,Sabak,ZZY647300,4183486891,1939-08-01,39080173047,517088882,PL49677174017177784684714573
kmazurek3158,kmazurek+3158,Hubert,Zbiciak,VKP928302,3942132803,1954-12-12,54121238138,880589390,PL92981332263337183463817082
kmazurek3159,kmazurek+3159,Inga,Kuba,XOA559686,3978229879,1954-11-04,54110414750,697436332,PL80786305691659573009148525
kmazurek3160,kmazurek+3160,Piotr,Prokopczuk,LQX713942,4852364137,1965-08-30,65083047775,508564448,PL27252909557007439803210568
kmazurek3161,kmazurek+3161,Mariusz,Godzik,ODW699113,8358187534,1946-05-03,46050326037,693483195,PL50959404631961162915520308
kmazurek3162,kmazurek+3162,Monika,Kałwak,HTE520982,9282895738,1989-06-07,89060794162,328508859,PL81692448597238965243096253
kmazurek3163,kmazurek+3163,Cezary,Mularz,JWW065587,3539047892,1954-11-02,54110200742,609067793,PL67568508924347530200754427
kmazurek3164,kmazurek+3164,Monika,Kandziora,NDE862127,4172521922,1950-11-14,50111476621,533079258,PL18786779200340524450302390
kmazurek3165,kmazurek+3165,Filip,Chaber,RNK093790,4743108435,1955-10-14,55101475884,576523348,PL36605744571152302873077525
kmazurek3166,kmazurek+3166,Daniel,Drynda,HBG966823,4644660856,1975-03-20,75032097140,225907906,PL51628198658591230509603944
kmazurek3167,kmazurek+3167,Roksana,Maculewicz,KXZ872324,9589133562,1978-06-14,78061464240,736811946,PL73368465041935349783835151
kmazurek3168,kmazurek+3168,Olgierd,Dela,BIY154760,3439526854,1941-06-23,41062380408,321627958,PL24671766341053341786692856
kmazurek3169,kmazurek+3169,Lidia,Bacik,SHE136144,1947816735,1951-04-03,51040322081,325999542,PL40197759465589742756511723
kmazurek3170,kmazurek+3170,Konstanty,Dzierwa,OSN311176,1087039811,1932-03-19,32031962686,512011190,PL87675746214410074463790433
kmazurek3171,kmazurek+3171,Konrad,Dargacz,NNQ014762,1433944584,1980-09-05,80090515585,532983307,PL55595280350375033099916844
kmazurek3172,kmazurek+3172,Mikołaj,Imiołczyk,OIL530409,1891073170,1980-09-17,80091782937,571762636,PL25682633152219337495157375
kmazurek3173,kmazurek+3173,Mariusz,Durczok,VBT499326,1939804611,1999-11-08,99110861782,887041294,PL21852350258157510794536154
kmazurek3174,kmazurek+3174,Anna Maria,Bareja,OLS676480,3151210530,1969-08-13,69081394761,513567598,PL86178435110020691046921279
kmazurek3175,kmazurek+3175,Urszula,Warych,LYQ100699,8165686713,1994-12-10,94121045277,579049302,PL10806204072264202647223154
kmazurek3176,kmazurek+3176,Artur,Siemek,OGA440273,4158728822,1934-06-15,34061547424,733427564,PL65649879692117330278308708
kmazurek3177,kmazurek+3177,Igor,Bakiera,KUF975310,5996817369,1965-08-24,65082444511,506613506,PL25006818932484458959974567
kmazurek3178,kmazurek+3178,Marcel,Sieja,KBX299345,6577229094,1957-12-10,57121032511,661067775,PL27560594358959334108418045
kmazurek3179,kmazurek+3179,Natan,Halik,JSO006683,1213760675,1945-04-05,45040525582,509131902,PL38172437899876535119078477
kmazurek3180,kmazurek+3180,Adam,Forma,JKG145313,7529203424,1967-04-05,67040576498,783266263,PL28900517418491663144483109
kmazurek3181,kmazurek+3181,Damian,Olko,ZBF472437,9255962241,1983-11-30,83113009188,725965737,PL53037286584595895113502969
kmazurek3182,kmazurek+3182,Kornel,Szatko,WGJ711068,7797707024,1954-06-20,54062009938,881492393,PL85379121016502851513405403
kmazurek3183,kmazurek+3183,Kalina,Więcławek,SSC419132,3344032724,1978-03-31,78033187717,691413800,PL26506913097313028215535263
kmazurek3184,kmazurek+3184,Anita,Gregorczuk,LPY742423,8826883311,1956-06-09,56060908691,790884756,PL84091777755297488354668568
kmazurek3185,kmazurek+3185,Bruno,Sura,LPI786377,7916303529,1932-05-05,32050501590,666370330,PL54893789810431329448651580
kmazurek3186,kmazurek+3186,Borys,Gorol,TMI441541,8838466257,1966-07-24,66072491434,690380987,PL88695988955173683478318045
kmazurek3187,kmazurek+3187,Jacek,Mazepa,KFB527053,2274100873,1941-11-19,41111962337,537201903,PL13338503977971850212252626
kmazurek3188,kmazurek+3188,Marcin,Szałkiewicz,DGG384712,8698095162,1987-05-18,87051819867,602607918,PL23360494238252534546987797
kmazurek3189,kmazurek+3189,Filip,Kycia,NQJ966443,8332157859,1950-06-07,50060773127,325024061,PL12236861640780829960304743
kmazurek3190,kmazurek+3190,Hubert,Kidawa,EOF441143,4363473967,1960-10-07,60100707829,732705499,PL39257419030718264094233209
kmazurek3191,kmazurek+3191,Cyprian,Kranc,VMM931365,6266255244,1986-12-12,86121211174,881101805,PL22181124618394321317161425
kmazurek3192,kmazurek+3192,Konrad,Szeja,TRU529734,9271152637,1985-05-08,85050869210,573745744,PL87855219555442361495198898
kmazurek3193,kmazurek+3193,Kamila,Zeman,QCL397055,7887964144,1999-03-05,99030528181,780972943,PL03839958234814525397239532
kmazurek3194,kmazurek+3194,Ryszard,Broszkiewicz,URI385148,1999684300,1989-12-17,89121718924,578504884,PL39753828422970155157426808
kmazurek3195,kmazurek+3195,Stanisław,Sulich,DCV422471,7828079630,1989-11-05,89110504442,663241999,PL84164241585864485915197139
kmazurek3196,kmazurek+3196,Mikołaj,Osiadacz,ORO511532,8330171335,1975-01-17,75011756886,786120558,PL29652259425238914626622590
kmazurek3197,kmazurek+3197,Angelika,Dłubak,IPM194229,1295978764,1967-05-06,67050652083,602891013,PL58498732662352988200975042
kmazurek3198,kmazurek+3198,Dawid,Mitek,BKO986891,9732388936,2000-12-30,00323068936,220432660,PL18842096919660808066850349
kmazurek3199,kmazurek+3199,Kamil,Makoś,PPL456929,7139069018,1968-04-28,68042837424,221268731,PL91168865631998593858491113
kmazurek3200,kmazurek+3200,Maksymilian,Melaniuk,GDY090842,5457440880,1975-05-10,75051064608,502496773,PL31435346026352562959692229
kmazurek3201,kmazurek+3201,Krystyna,Kozon,VZG485603,7835048010,1995-03-13,95031352181,785242897,PL30684274501295212332174012
kmazurek3202,kmazurek+3202,Elżbieta,Husak,WRG165872,5331206910,1970-05-21,70052141297,795538775,PL53358359407202664023523626
kmazurek3203,kmazurek+3203,Melania,Bartel,DZP932683,2764759852,1939-01-15,39011579449,668785972,PL41084975782464907354961170
kmazurek3204,kmazurek+3204,Justyna,Snoch,YYC983668,3976691390,1987-05-16,87051642513,329435746,PL29016506325140176889105303
kmazurek3205,kmazurek+3205,Dorota,Petrus,KSC901295,8170699871,1939-05-30,39053039451,730057917,PL58156846693528777708529780
kmazurek3206,kmazurek+3206,Gustaw,Żółkiewicz,AKR433711,3235378493,2000-11-10,00311041781,516402779,PL55687353862081708905500978
kmazurek3207,kmazurek+3207,Marcin,Indyka,VUL104410,7997093822,1993-10-20,93102017164,666821474,PL82972384315280775453785888
kmazurek3208,kmazurek+3208,Marika,Rorat,QZF161444,7526639865,1968-02-13,68021309780,532807109,PL61173926826038517028083521
kmazurek3209,kmazurek+3209,Bianka,Koniecko,MKG262891,5299798274,1979-05-28,79052813636,666967447,PL60965008190417019233887481
kmazurek3210,kmazurek+3210,Alex,Hajdasz,MFV037350,4898953964,1973-10-21,73102138962,784877430,PL65448298028725295234009261
kmazurek3211,kmazurek+3211,Szymon,Bąbol,BVM779645,7179520241,1938-04-12,38041212500,323438812,PL89751262331808861898124759
kmazurek3212,kmazurek+3212,Anita,Saj,GLI135554,3936502247,1992-11-24,92112475827,693759343,PL26165899031149359180539726
kmazurek3213,kmazurek+3213,Aniela,Szymocha,GYD467813,5110327992,1937-03-18,37031800387,226166346,PL64042428146359416358093589
kmazurek3214,kmazurek+3214,Apolonia,Brodawka,OBB221908,9586324988,1971-06-13,71061351439,699839227,PL88005613827262236614029294
kmazurek3215,kmazurek+3215,Szymon,Tadeusiak,OBB616254,1762902641,1998-07-03,98070316257,530102254,PL39661679819543117736956250
kmazurek3216,kmazurek+3216,Krzysztof,Mędrala,KVH328669,6371904940,1949-10-17,49101740156,696156192,PL41246692941773569252961685
kmazurek3217,kmazurek+3217,Julita,Lulek,OQN410246,5761929309,1954-11-27,54112772526,533742959,PL41226883456220289828444203
kmazurek3218,kmazurek+3218,Nicole,Pachla,MWE486356,8873371883,1939-06-27,39062752390,607741673,PL11647244224019092553897712
kmazurek3219,kmazurek+3219,Malwina,Boguś,PPH842272,4968117613,2001-06-22,01262259487,504914779,PL68033314986374831703403084
kmazurek3220,kmazurek+3220,Borys,Tylman,EJA931088,2588668441,1997-04-18,97041853328,732242836,PL72684939106558618362561534
kmazurek3221,kmazurek+3221,Liwia,Sadza,SQF533873,6139964020,1996-05-03,96050330329,602467356,PL39713973006660141092857175
kmazurek3222,kmazurek+3222,Patryk,Kaczmarkiewicz,IZR941826,5652782942,1989-04-15,89041553391,728481776,PL71535340579545469753743970
kmazurek3223,kmazurek+3223,Łukasz,Jagiełka,VCB179971,8661599989,1961-04-14,61041483351,227678038,PL65104105489284360995979241
kmazurek3224,kmazurek+3224,Ryszard,Grupa,RGU361410,6145837243,1994-12-24,94122452601,699907042,PL56438694416767100154203994
kmazurek3225,kmazurek+3225,Julianna,Opoka,IWB952887,9137586667,1977-01-28,77012866919,781064148,PL27246892143582061831267713
kmazurek3226,kmazurek+3226,Witold,Dziopa,NUZ777708,5476389795,1987-10-17,87101717262,797136052,PL11092094612961059484452059
kmazurek3227,kmazurek+3227,Aleks,Bartoszak,UEV627523,1225809298,1971-08-23,71082348427,697492841,PL67336586440772259551086404
kmazurek3228,kmazurek+3228,Krystyna,Skonieczka,YJG230033,7882523091,1959-02-04,59020492359,736696478,PL19573336209064593741350325
kmazurek3229,kmazurek+3229,Fryderyk,Pędzik,PLU401919,8593262710,1939-11-24,39112423832,725974018,PL61775006865458935993670167
kmazurek3230,kmazurek+3230,Liwia,Tylec,ANA905245,9669442667,1951-06-24,51062409218,325292038,PL20029004817306512777938147
kmazurek3231,kmazurek+3231,Oliwier,Kudela,ZYK180578,4579040879,1954-07-05,54070509523,734352671,PL07631900304049007404241890
kmazurek3232,kmazurek+3232,Szymon,Kowalówka,VXG767462,2352316499,1955-10-22,55102203770,665206131,PL52731750456483763087344295
kmazurek3233,kmazurek+3233,Stanisław,Cheba,MSU434171,9695908228,1963-12-20,63122027711,607364888,PL05281970663205136123145589
kmazurek3234,kmazurek+3234,Iwo,Morawiak,EDV710381,4717865329,1974-01-28,74012866376,728230191,PL58235025495917954824118768
kmazurek3235,kmazurek+3235,Olaf,Mućko,CEQ697446,6221758075,1974-10-28,74102871499,791852100,PL09061284408885295166197235
kmazurek3236,kmazurek+3236,Jerzy,Trznadel,QWE172787,1797155320,1949-08-05,49080595783,224796994,PL51391666210786743611605915
kmazurek3237,kmazurek+3237,Kajetan,Łachacz,XBH060076,2872334664,1980-06-23,80062353012,571603348,PL51635413159994344824398709
kmazurek3238,kmazurek+3238,Ewa,Łokietek,AHK243189,7121306954,1935-10-28,35102806388,225564980,PL08163004336698444506053422
kmazurek3239,kmazurek+3239,Monika,Kenig,PCY074765,5111430203,1968-05-05,68050538779,781141900,PL12611783356311630324811150
kmazurek3240,kmazurek+3240,Ida,Sobolak,VZE756914,3815351826,1944-11-01,44110199421,228163796,PL18894227247706410665152849
kmazurek3241,kmazurek+3241,Adrianna,Nieradzik,AHN832788,4249684119,1955-08-30,55083081826,884881118,PL48147013375148521088630524
kmazurek3242,kmazurek+3242,Ksawery,Pilipczuk,QFG332252,3399823585,1969-03-12,69031254880,724478721,PL42701072649443924594578185
kmazurek3243,kmazurek+3243,Maciej,Kinal,SAL590496,5147644803,1935-08-29,35082951649,666328436,PL30492658544271590040914105
kmazurek3244,kmazurek+3244,Kalina,Milka,YAA103606,2151619626,1956-06-12,56061248921,729280833,PL20525985893131229026300014
kmazurek3245,kmazurek+3245,Julianna,Wąsiewicz,IEQ857785,8753112908,1947-02-12,47021283694,605000701,PL32934937775745567163362619
kmazurek3246,kmazurek+3246,Olaf,Karczmarek,LHB708798,7663920857,1961-08-06,61080633713,724401072,PL64690193233393659128053031
kmazurek3247,kmazurek+3247,Stefan,Nawrotek,TIK956575,9755510453,1942-05-07,42050785027,798296842,PL75992297394011499646961035
kmazurek3248,kmazurek+3248,Robert,Wojtczuk,LXW870214,8349350288,1953-10-28,53102813856,226119301,PL65713165787291713882734279
kmazurek3249,kmazurek+3249,Antoni,Dziduch,PCE739477,4717177084,1990-03-05,90030578138,722122147,PL98821733692079026773614623
kmazurek3250,kmazurek+3250,Krystian,Barłóg,WYE732859,3595618752,1975-12-22,75122207439,691400278,PL83734770896032780131749703
kmazurek3251,kmazurek+3251,Marcin,Tusk,OMQ789639,3415251245,1947-02-12,47021264477,570564785,PL91041387029083951048421298
kmazurek3252,kmazurek+3252,Natasza,Sycz,LHN200926,9451389140,1983-12-27,83122743116,787073207,PL39559573684550037895580151
kmazurek3253,kmazurek+3253,Melania,Roch,CZF851518,3021015155,1940-10-29,40102911332,320232289,PL50264661224149358599816957
kmazurek3254,kmazurek+3254,Julita,Konieczek,HJU164203,1817242419,1939-11-09,39110912262,506376199,PL23078386016966435001795418
kmazurek3255,kmazurek+3255,Bianka,Wołoszyk,GBF693330,8549910562,1980-04-02,80040228615,321878687,PL89174991513685440658051314
kmazurek3256,kmazurek+3256,Ewa,Tabiś,LUS799901,4622225283,1933-03-01,33030145166,796873443,PL42413794974825406878078131
kmazurek3257,kmazurek+3257,Elżbieta,Supernak,UVI691519,9319930099,1961-07-19,61071970704,505635762,PL80309820843112231105698502
kmazurek3258,kmazurek+3258,Adrianna,Pelka,CQZ999875,6823980277,1941-11-23,41112323043,727830584,PL06601649020274486818015870
kmazurek3259,kmazurek+3259,Konrad,Okła,FBW265164,4675246951,1969-12-17,69121725261,536406848,PL90339424291460242343414322
kmazurek3260,kmazurek+3260,Kalina,Borzych,FBK432852,9529888825,1945-09-14,45091400151,504250411,PL59650246136992467991802807
kmazurek3261,kmazurek+3261,Błażej,Grabas,JFP469462,1298224770,2004-01-07,04210767580,519592906,PL24698233580560282763617168
kmazurek3262,kmazurek+3262,Bartek,Ciuruś,WMA797528,6622417865,2002-01-01,02210192229,509106633,PL51347173998104041555100458
kmazurek3263,kmazurek+3263,Malwina,Prygiel,UPS828548,6888165574,1983-11-21,83112197419,887994978,PL30373835253492807644242871
kmazurek3264,kmazurek+3264,Stefan,Pernak,WZV418148,8549712626,1973-05-19,73051905006,577780227,PL91754884013070416026162297
kmazurek3265,kmazurek+3265,Nataniel,Kuban,PUM560714,9877719970,1935-04-05,35040548476,789576310,PL78938094568662838553854904
kmazurek3266,kmazurek+3266,Nataniel,Bondyra,TPW193690,7829130994,1939-03-28,39032885914,725375583,PL54878315748320227751202585
kmazurek3267,kmazurek+3267,Hubert,Bobrowicz,ICQ453510,7746941201,1982-12-25,82122507186,221040576,PL20750656764847770607610704
